Age,Game_Played,PA,At_Bat,Run,Hit,Double,Homerun,RBI,SO,BB,BA
31,156,652,554,106,164,46,27,85,147,82,0.296
32,111,363,333,37,86,16,4,35,43,21,0.258
28,88,197,179,24,48,13,6,28,35,14,0.268
31,88,176,163,13,32,7,5,15,39,12,0.196
34,74,267,249,30,56,11,12,34,39,8,0.225
23,147,601,523,73,138,33,19,71,138,72,0.264
34,86,299,247,28,58,4,0,17,25,39,0.235
27,133,603,563,83,159,29,11,54,63,31,0.282
27,157,670,587,87,166,36,29,103,161,69,0.283
31,95,401,348,48,90,20,6,47,91,44,0.259
28,151,633,579,80,168,31,11,69,97,44,0.29
26,124,447,401,43,95,16,11,54,76,29,0.237
20,78,255,216,28,46,12,1,15,38,22,0.213
33,64,255,220,21,56,11,7,27,39,30,0.255
23,73,227,202,17,56,7,3,17,25,24,0.277
34,62,187,169,14,35,6,0,20,16,10,0.207
27,100,180,167,15,44,9,4,24,17,12,0.263
29,91,344,316,31,82,18,4,37,51,25,0.259
26,151,643,572,72,156,37,19,85,101,57,0.273
30,159,674,589,100,169,31,33,105,149,78,0.287
26,142,619,543,92,163,28,21,76,93,64,0.3
28,97,410,374,41,98,25,10,54,76,23,0.262
25,91,400,358,60,96,20,5,28,84,33,0.268
29,120,487,452,60,120,24,11,58,100,30,0.265
20,100,396,359,45,93,21,22,59,123,34,0.259
23,82,322,291,46,68,7,8,28,92,24,0.234
34,127,287,254,25,56,12,4,39,76,26,0.22
22,62,287,244,43,69,20,2,18,51,41,0.283
25,73,201,180,30,47,6,0,10,42,17,0.261
38,111,421,398,32,106,18,4,49,66,16,0.266
30,158,648,558,85,145,36,38,103,199,77,0.26
34,135,389,342,43,85,16,3,31,44,37,0.249
24,154,574,525,59,141,27,10,65,109,28,0.269
25,142,603,525,85,161,32,25,85,98,69,0.307
31,114,451,370,54,99,19,16,56,85,67,0.268
29,136,577,509,60,129,17,0,24,88,40,0.253
28,98,293,266,36,77,12,15,41,64,22,0.289
26,134,461,414,52,102,18,11,47,93,35,0.246
32,89,346,319,44,90,11,2,25,53,17,0.282
32,132,262,224,25,41,6,10,32,60,33,0.183
27,114,198,186,19,46,8,0,5,30,7,0.247
24,75,297,277,24,70,9,4,26,44,18,0.253
26,161,714,578,94,151,25,32,83,138,114,0.261
27,160,754,651,112,175,32,29,83,184,76,0.269
23,145,552,506,57,119,14,4,41,70,36,0.235
27,157,670,610,70,174,38,23,104,102,50,0.285
26,157,685,619,101,188,45,25,103,105,56,0.304
24,97,318,291,38,72,11,5,24,72,17,0.247
28,145,614,558,91,158,34,31,102,140,45,0.283
27,67,250,212,24,43,12,9,26,44,33,0.203
40,73,240,217,38,62,21,8,20,53,21,0.286
39,102,230,204,16,51,8,2,21,29,21,0.25
27,136,521,465,34,122,19,6,62,51,42,0.262
30,159,700,587,115,183,39,42,118,76,103,0.312
30,137,529,476,66,126,18,5,42,64,43,0.265
28,139,486,439,50,98,19,2,36,60,33,0.223
27,70,270,240,28,71,12,4,36,59,21,0.296
30,158,675,596,95,186,45,28,103,93,69,0.312
23,144,534,464,85,128,28,23,66,148,63,0.276
31,77,314,281,44,79,20,11,43,64,24,0.281
30,109,425,376,50,87,18,7,36,77,43,0.231
25,105,323,287,47,86,19,4,27,50,24,0.3
34,97,352,313,30,93,18,7,48,49,29,0.297
26,150,648,547,106,177,36,37,113,125,91,0.324
29,155,687,626,100,172,33,18,59,83,46,0.275
35,123,537,494,64,130,33,4,42,53,28,0.263
35,133,537,471,66,134,34,20,83,82,50,0.285
29,148,571,511,77,136,24,18,86,123,39,0.266
25,150,583,514,91,131,19,22,77,168,55,0.255
23,148,573,509,80,143,23,25,70,136,58,0.281
29,70,243,203,25,61,11,5,40,21,33,0.3
27,82,228,200,23,52,10,5,25,30,22,0.26
36,91,226,200,30,58,12,4,28,30,17,0.29
25,97,226,201,33,51,10,8,21,57,16,0.254
29,97,182,165,16,48,11,4,18,39,15,0.291
27,105,387,322,47,90,19,17,53,83,62,0.28
34,109,475,418,63,105,21,16,56,101,52,0.251
30,96,412,388,45,110,10,1,21,46,19,0.284
20,125,506,463,53,139,31,3,41,71,29,0.3
32,124,507,465,61,112,21,25,83,90,34,0.241
34,147,548,496,67,128,40,24,79,123,45,0.258
32,152,630,580,84,170,39,12,66,98,31,0.293
33,130,429,358,45,94,20,13,44,67,64,0.263
24,135,395,358,60,91,18,20,56,100,30,0.254
31,119,347,317,33,81,13,6,33,85,17,0.256
31,77,231,215,18,46,13,1,17,61,12,0.214
29,79,224,206,29,56,13,4,21,50,16,0.272
24,53,204,184,18,46,9,4,22,37,17,0.25
30,75,185,169,14,48,11,1,20,28,10,0.284
29,124,456,406,42,102,22,13,45,87,41,0.251
29,158,654,592,64,146,34,21,86,123,53,0.247
24,110,469,426,57,126,29,12,66,83,34,0.296
27,139,502,468,42,120,29,8,38,106,23,0.256
23,95,386,347,42,89,21,16,64,119,37,0.256
21,102,441,405,61,121,21,4,35,57,28,0.299
23,154,653,570,94,163,35,16,56,89,70,0.286
25,113,412,379,38,105,21,4,34,62,28,0.277
26,102,271,247,26,51,8,4,16,43,19,0.206
28,110,207,191,22,45,11,7,28,52,13,0.236
31,54,193,165,18,30,6,2,9,31,26,0.182
31,69,183,170,16,31,11,3,18,46,12,0.182
23,108,443,406,58,124,23,18,67,55,30,0.305
33,157,668,569,100,165,35,26,86,91,83,0.29
32,111,479,431,55,126,22,7,47,68,32,0.292
31,148,575,521,64,129,24,24,85,92,45,0.248
23,152,616,563,61,151,34,13,63,81,47,0.268
33,96,341,289,41,77,16,18,51,77,47,0.266
32,105,357,331,42,76,12,11,34,74,16,0.23
26,137,252,227,34,55,13,3,17,38,20,0.242
32,139,570,507,84,136,43,16,63,128,56,0.268
33,72,267,243,26,67,11,3,22,43,21,0.276
35,61,221,202,17,52,6,3,17,19,14,0.257
27,97,387,331,45,82,13,5,26,61,48,0.248
26,161,648,588,67,157,41,10,88,95,52,0.267
24,82,292,256,29,69,15,1,30,49,30,0.27
32,97,428,383,66,115,23,8,43,60,40,0.3
36,146,571,509,56,126,28,17,64,138,48,0.248
38,66,232,196,32,61,15,8,40,38,32,0.311
25,162,668,602,82,150,25,28,89,170,53,0.249
28,139,585,517,71,151,33,23,82,102,59,0.292
36,133,414,351,48,102,15,0,23,64,51,0.291
30,54,228,198,27,48,5,1,8,28,22,0.242
33,102,215,202,24,53,11,2,15,50,5,0.262
35,82,185,162,24,35,10,2,19,35,18,0.216
31,95,363,325,31,88,14,7,37,67,33,0.271
28,160,693,591,87,176,33,31,101,114,93,0.298
35,116,492,442,49,118,23,1,29,35,27,0.267
36,59,253,235,31,63,10,8,32,28,15,0.268
26,161,674,610,77,161,29,11,58,139,56,0.264
30,104,336,295,34,62,10,10,36,69,31,0.21
27,117,339,289,30,59,9,3,20,50,41,0.204
27,131,445,392,60,96,11,13,51,128,45,0.245
34,119,476,430,53,105,13,10,50,54,31,0.244
29,99,317,284,41,77,15,9,36,51,27,0.271
26,85,307,273,33,68,18,8,43,66,25,0.249
23,76,241,212,22,44,6,1,22,54,19,0.208
31,59,239,209,19,44,7,6,26,57,24,0.211
31,112,427,394,55,106,17,14,58,117,27,0.269
36,118,473,398,48,102,18,8,37,90,67,0.256
31,133,432,387,43,91,21,8,50,66,35,0.235
25,122,529,470,89,148,32,27,95,78,48,0.315
25,121,441,386,54,99,14,18,61,110,45,0.256
27,133,398,358,55,88,19,17,52,67,35,0.246
24,132,505,439,73,114,20,6,36,104,57,0.26
31,88,300,259,24,66,21,7,37,68,36,0.255
24,145,636,587,111,197,34,34,117,135,40,0.336
30,134,388,341,41,95,20,10,39,83,39,0.279
38,113,354,316,39,90,12,7,45,53,31,0.285
25,76,257,222,34,63,6,1,21,36,25,0.284
27,61,223,188,20,37,6,9,27,48,30,0.197
39,87,222,176,17,43,9,6,35,47,35,0.244
25,51,189,172,26,42,5,0,8,32,17,0.244
26,85,331,297,36,79,20,9,43,71,29,0.266
30,151,615,560,75,146,37,25,100,172,48,0.261
28,154,671,585,93,166,36,26,71,148,79,0.284
27,151,633,565,83,157,33,15,61,108,62,0.278
26,145,596,499,79,99,17,32,85,211,83,0.198
23,133,393,364,31,95,19,3,30,76,23,0.261
26,156,664,584,94,150,33,27,91,145,74,0.257
22,133,571,495,73,135,27,17,69,152,64,0.273
29,65,234,195,22,45,8,10,32,61,36,0.231
27,104,222,207,19,54,7,3,11,67,8,0.261
25,81,201,193,16,45,11,1,13,47,4,0.233
26,109,404,339,57,89,18,5,44,39,59,0.263
32,144,582,484,64,95,18,28,84,158,87,0.196
25,118,378,343,53,86,19,9,40,97,21,0.251
30,135,532,468,71,119,27,4,47,83,45,0.254
24,151,661,574,96,169,46,22,104,124,72,0.294
28,154,663,600,110,184,30,19,90,104,46,0.307
25,154,610,536,89,127,38,18,62,164,67,0.237
29,151,655,541,77,129,28,10,75,107,92,0.238
27,100,309,270,22,62,13,6,43,61,30,0.23
24,113,326,301,39,77,13,8,45,77,20,0.256
25,77,261,216,30,52,15,10,40,55,40,0.241
24,93,317,266,27,72,11,0,38,42,33,0.271
30,158,712,601,113,154,36,33,108,122,93,0.256
27,160,696,626,103,200,41,29,109,77,57,0.319
36,157,739,663,111,179,30,10,67,106,63,0.27
34,137,595,522,74,141,29,30,125,98,59,0.27
26,150,569,477,97,132,20,5,47,101,79,0.277
29,136,528,466,76,115,17,24,67,116,53,0.247
29,150,635,566,91,163,33,29,89,139,58,0.288
33,82,237,212,22,61,7,12,33,61,19,0.288
39,120,451,383,49,95,23,18,57,99,59,0.248
31,127,538,493,64,149,32,20,79,52,40,0.302
31,102,435,362,77,111,26,19,62,67,58,0.307
26,75,351,302,53,87,24,12,41,38,37,0.288
34,150,695,632,92,174,38,11,56,71,53,0.275
31,154,641,589,84,189,49,28,102,82,40,0.321
31,117,363,319,40,86,18,9,34,85,30,0.27
34,139,546,478,69,122,24,22,68,105,60,0.255
34,145,606,518,86,140,36,32,102,145,82,0.27
30,119,382,344,44,85,16,18,46,104,34,0.247
36,73,244,218,23,52,13,5,26,34,23,0.239
26,55,197,171,31,49,14,9,24,25,25,0.287
37,48,180,162,24,42,11,4,15,44,14,0.259
22,53,179,163,26,41,11,4,24,38,12,0.252
29,118,437,409,53,115,25,20,66,111,16,0.281
33,154,608,534,75,130,37,20,67,131,67,0.243
28,138,580,528,70,108,22,26,68,85,41,0.205
33,85,348,328,47,85,25,17,50,65,17,0.259
27,96,367,332,47,81,16,21,51,60,29,0.244
29,110,480,428,70,112,31,8,36,104,38,0.262
31,157,646,590,79,161,44,31,88,84,50,0.273
29,161,683,569,109,148,35,54,124,116,100,0.26
26,150,613,569,57,135,32,23,72,144,38,0.237
22,82,319,298,36,76,20,14,32,79,21,0.255
27,60,266,236,32,65,7,4,16,26,19,0.275
35,57,183,167,13,41,4,6,12,36,9,0.246
24,130,502,446,37,111,22,11,55,94,47,0.249
32,154,649,581,63,144,29,22,76,116,50,0.248
32,59,261,230,28,64,14,4,15,40,26,0.278
30,150,513,473,42,109,13,1,28,53,25,0.23
36,97,428,401,40,108,16,7,39,39,15,0.269
25,82,308,288,39,79,15,5,31,52,13,0.274
24,149,621,581,76,165,25,19,69,119,23,0.284
26,160,709,629,79,187,45,12,60,93,73,0.297
32,131,517,447,70,127,29,27,72,98,59,0.284
30,90,341,308,43,83,16,8,32,75,20,0.269
34,93,264,241,26,60,4,0,20,50,15,0.249
33,128,503,474,43,128,29,9,56,39,15,0.27
34,149,631,548,89,171,30,39,111,110,72,0.312
23,131,498,444,58,112,25,9,49,92,37,0.252
28,156,626,585,83,165,29,18,70,82,27,0.282
43,108,391,344,36,95,11,2,30,45,34,0.276
32,160,734,651,96,179,18,1,47,47,45,0.275
29,147,617,567,89,161,29,21,88,93,38,0.284
27,131,527,453,73,110,25,26,87,83,50,0.243
34,107,359,327,30,78,17,8,31,36,32,0.239
33,107,328,278,41,64,12,19,48,73,45,0.23
28,77,262,233,31,60,13,4,25,61,25,0.258
24,87,294,262,29,51,15,3,22,55,26,0.195
25,110,425,376,41,83,15,12,41,82,46,0.221
24,91,310,275,22,53,12,2,24,61,28,0.193
24,97,425,381,39,105,16,3,29,60,25,0.276
28,91,373,334,37,82,23,7,43,69,32,0.246
30,84,342,301,42,82,18,8,42,78,34,0.272
26,122,479,442,48,111,24,2,36,73,29,0.251
27,144,646,550,81,165,31,22,90,118,83,0.3
33,118,462,396,46,110,29,13,50,94,51,0.278
23,72,325,297,38,73,9,3,22,38,22,0.246
25,88,325,296,39,75,19,4,24,70,22,0.253
27,78,306,282,29,66,14,13,29,75,13,0.234
30,85,259,229,29,53,10,11,36,76,26,0.231
34,52,190,171,24,45,9,10,24,49,16,0.263
26,80,188,170,18,39,7,5,19,35,17,0.229
23,104,333,294,28,67,12,7,31,71,36,0.228
27,150,648,548,111,180,45,38,126,95,89,0.328
27,54,213,191,30,58,12,1,19,16,14,0.304
30,112,367,320,38,84,9,3,22,56,30,0.263
33,144,580,514,47,127,28,13,70,134,54,0.247
29,113,410,371,54,104,25,15,62,92,27,0.28
23,151,675,618,103,181,34,4,41,170,47,0.293
36,84,365,323,56,98,17,12,59,38,40,0.303
36,145,613,539,81,146,36,8,51,90,69,0.271
25,133,512,464,49,119,26,14,67,99,40,0.256
30,89,299,270,22,56,11,5,25,57,18,0.207
34,68,275,253,26,69,17,6,34,41,21,0.273
30,119,251,238,30,58,4,9,27,42,8,0.244
28,57,242,217,23,55,7,8,38,34,21,0.253
36,118,490,434,39,111,18,0,37,45,37,0.256
24,158,678,595,77,189,45,15,78,78,69,0.318
29,110,448,424,63,129,16,8,32,49,20,0.304
28,151,588,556,60,144,29,16,78,64,23,0.259
27,88,373,349,40,96,19,8,43,29,19,0.275
34,95,435,390,46,121,8,5,44,57,29,0.31
28,117,421,373,41,98,15,5,39,68,41,0.263
30,91,394,352,46,112,23,5,37,47,34,0.318
34,106,438,396,46,101,17,16,62,84,27,0.255
28,84,315,276,36,82,20,13,43,74,36,0.297
26,74,281,242,34,52,10,8,20,62,34,0.215
26,72,248,224,23,53,9,0,18,28,19,0.237
26,52,206,180,22,39,6,8,25,39,24,0.217
26,49,203,179,22,49,8,1,11,35,21,0.274
32,72,181,170,31,45,10,3,17,25,8,0.265
27,137,584,510,88,167,43,9,75,53,65,0.327
31,157,675,609,93,165,37,14,81,93,58,0.271
32,126,559,497,80,133,24,6,37,87,50,0.268
27,101,375,340,44,91,19,6,38,54,28,0.268
25,85,322,299,30,93,18,7,40,46,20,0.311
24,153,613,570,77,170,46,21,112,81,28,0.298
26,153,705,629,85,166,24,3,58,74,60,0.264
28,143,582,518,68,129,23,21,92,116,56,0.249
39,108,340,276,48,78,16,25,59,82,60,0.283
29,81,348,296,53,102,25,18,56,62,50,0.345
32,88,288,252,24,60,11,1,20,50,28,0.238
30,88,276,265,13,62,10,4,20,59,8,0.234
34,85,358,298,39,73,16,13,49,70,60,0.245
30,137,575,514,62,148,34,6,59,36,51,0.288
27,83,282,258,17,58,7,1,21,71,13,0.225
25,94,362,341,40,105,22,11,52,91,15,0.308
34,157,649,605,67,149,29,24,89,59,37,0.246
27,141,605,535,84,142,25,2,38,109,59,0.265
27,156,658,614,93,173,29,25,91,105,41,0.282
35,97,304,289,22,64,12,4,31,31,9,0.221
26,65,269,250,30,70,9,0,25,45,11,0.28
37,93,218,202,22,54,10,2,22,33,15,0.267
23,67,217,195,26,40,8,2,8,41,22,0.205
34,106,203,186,23,47,14,8,26,29,12,0.253
26,60,218,205,12,40,6,4,15,63,8,0.195
27,125,457,414,37,90,20,9,51,57,35,0.217
32,161,702,602,62,156,21,1,35,114,74,0.259
29,108,388,361,22,82,14,2,25,74,14,0.227
26,150,622,593,49,142,29,10,58,66,23,0.239
23,100,327,289,29,61,11,10,33,84,35,0.211
27,152,629,568,61,139,25,12,64,137,50,0.245
36,162,732,680,74,214,30,6,43,86,45,0.315
34,57,238,205,23,44,10,15,33,82,30,0.215
32,73,278,244,28,50,9,8,29,75,28,0.205
32,61,211,193,17,48,11,0,14,35,7,0.249
27,61,209,178,24,34,10,2,13,46,25,0.191
26,131,544,495,55,120,18,13,71,49,33,0.242
24,159,686,556,79,152,33,10,57,102,110,0.273
33,124,492,436,45,127,24,5,49,56,40,0.291
26,156,576,508,64,127,26,6,46,96,50,0.25
28,143,586,551,59,136,32,16,71,96,24,0.247
30,105,244,222,27,53,11,1,25,39,17,0.239
29,143,561,525,66,149,28,5,52,78,26,0.284
25,82,331,303,41,89,20,1,36,41,24,0.294
31,112,425,349,50,95,19,13,52,127,68,0.272
30,75,328,290,51,81,14,8,38,49,30,0.279
27,80,279,255,31,69,8,7,31,65,19,0.271
27,68,218,205,19,40,6,3,18,59,6,0.195
28,140,510,453,60,108,24,26,68,137,42,0.238
26,158,658,616,67,172,41,10,75,94,28,0.279
26,138,589,534,69,135,18,5,29,81,35,0.253
27,58,228,213,21,53,8,2,13,13,12,0.249
31,124,455,416,53,105,20,15,52,58,33,0.252
34,152,646,573,76,161,36,23,90,106,61,0.281
36,154,667,573,88,146,41,20,78,132,87,0.255
36,145,558,482,55,132,24,21,84,98,67,0.274
25,81,243,226,20,33,2,4,14,71,6,0.146
29,61,238,212,27,53,13,3,27,27,21,0.25
27,51,211,193,29,56,5,11,39,31,12,0.29
23,51,193,181,19,37,6,6,15,40,6,0.204
34,82,272,237,22,50,6,5,27,43,22,0.211
23,70,275,235,29,49,10,8,34,57,38,0.209
28,103,460,391,73,112,20,9,45,57,56,0.286
21,148,674,588,88,156,15,0,35,96,64,0.265
33,157,718,656,99,186,36,21,91,115,50,0.284
29,133,571,518,95,186,40,32,100,95,43,0.359
24,137,468,438,60,121,11,3,42,59,19,0.276
29,108,445,399,60,127,31,22,78,81,38,0.318
35,152,643,593,83,178,27,29,115,60,35,0.3
28,138,471,419,54,122,26,12,65,71,45,0.291
35,57,195,175,10,42,6,2,19,15,10,0.24
26,68,185,166,17,46,10,0,13,24,11,0.277
27,128,527,466,51,126,19,24,71,89,57,0.27
21,157,635,571,67,161,32,21,76,142,53,0.282
31,161,672,600,88,140,22,36,82,156,62,0.233
34,149,593,564,59,136,27,15,56,126,22,0.241
39,126,512,455,56,125,33,18,70,80,51,0.275
27,129,590,551,66,143,26,13,57,52,34,0.26
29,81,321,267,35,61,12,4,16,52,44,0.228
21,128,456,396,50,90,18,14,42,93,51,0.227
33,117,264,236,24,55,10,10,28,71,26,0.233
28,53,249,227,30,63,8,1,18,50,15,0.278
24,52,220,196,32,47,6,1,7,42,18,0.24
32,132,472,410,49,116,23,6,40,48,48,0.283
31,152,644,557,81,141,30,33,116,172,75,0.253
32,103,454,398,54,103,21,11,44,47,39,0.259
32,142,631,567,87,152,22,16,63,59,58,0.268
35,122,523,469,46,130,14,5,50,44,42,0.277
39,144,575,535,65,131,31,20,84,106,33,0.245
30,132,586,519,95,145,27,17,61,63,55,0.279
28,54,236,207,35,67,12,11,35,38,26,0.324
33,99,300,273,39,68,14,1,30,41,18,0.249
27,104,296,267,37,73,17,15,49,55,26,0.273
29,100,293,250,24,61,10,6,34,42,33,0.244
28,88,234,209,25,41,5,3,24,35,18,0.196
23,56,210,184,28,45,10,5,19,35,25,0.245
24,114,386,340,22,91,17,3,40,47,38,0.268
26,109,423,391,49,125,28,6,49,42,24,0.32
26,117,487,435,49,113,30,4,51,59,39,0.26
28,126,586,537,101,181,31,7,44,41,43,0.337
28,102,447,389,60,99,23,14,61,97,52,0.254
32,123,509,444,59,109,19,12,57,109,56,0.245
29,123,532,478,68,125,24,7,56,62,44,0.262
34,98,419,353,61,102,30,15,66,61,60,0.289
21,96,376,328,31,93,15,0,36,50,35,0.284
25,100,347,301,38,88,21,10,50,57,33,0.292
33,126,283,240,36,59,11,2,23,62,36,0.246
30,78,248,228,19,61,13,2,19,38,15,0.268
27,101,236,208,28,48,11,4,20,64,24,0.231
25,59,194,176,26,45,10,4,25,48,15,0.256
30,140,530,466,41,106,15,16,57,115,54,0.227
27,159,661,572,72,152,35,19,78,97,74,0.266
29,148,640,579,55,160,24,7,49,67,34,0.276
27,92,385,338,55,82,16,10,45,66,44,0.243
32,134,439,411,38,113,23,8,49,83,22,0.275
23,123,525,462,54,114,25,23,72,99,54,0.247
26,65,298,269,33,62,20,5,22,49,22,0.23
21,150,601,516,79,135,30,34,87,166,70,0.262
26,152,641,565,78,167,26,5,36,129,59,0.296
25,74,241,204,18,54,13,2,10,49,26,0.265
23,113,435,389,48,104,22,15,52,76,38,0.267
29,146,575,522,73,158,36,31,95,126,36,0.303
24,158,658,573,72,135,29,21,66,166,57,0.236
25,154,639,584,65,148,27,8,49,139,35,0.253
26,101,440,395,52,114,21,12,49,73,41,0.289
30,124,351,324,38,81,15,16,44,82,23,0.25
31,122,415,380,46,91,20,9,37,96,29,0.239
32,150,649,561,69,130,26,20,58,160,74,0.232
27,91,337,309,40,75,12,7,27,63,22,0.243
35,75,238,213,25,57,11,4,24,30,22,0.268
25,136,468,430,45,114,16,12,59,99,29,0.265
27,162,692,569,95,170,36,38,120,106,107,0.299
28,118,515,453,77,122,26,20,49,107,50,0.269
29,152,584,556,51,140,27,13,68,63,16,0.252
28,155,600,546,46,122,24,13,67,104,45,0.223
27,150,629,563,109,187,38,33,111,93,58,0.332
30,119,429,378,61,115,20,4,37,70,19,0.304
29,130,551,492,80,140,25,26,63,114,51,0.285
25,94,258,231,37,52,11,8,24,64,15,0.225
35,104,255,233,18,63,13,3,31,27,21,0.27
28,139,518,475,55,145,32,14,65,44,33,0.305
31,147,651,579,105,173,29,37,99,58,61,0.299
31,117,400,367,34,104,19,2,38,50,27,0.283
31,132,483,442,46,120,26,1,47,41,29,0.271
28,97,363,333,41,99,16,10,55,75,24,0.297
31,124,516,446,83,132,36,22,75,93,60,0.296
24,94,386,338,61,83,14,11,40,77,45,0.246
35,145,587,488,90,147,23,31,94,93,92,0.301
26,159,503,455,56,135,24,10,37,81,28,0.297
24,148,375,326,35,86,20,1,28,65,33,0.264
26,75,219,200,33,63,15,11,40,40,15,0.315
33,50,217,196,29,50,11,7,16,18,17,0.255
30,91,304,266,27,71,6,6,31,32,35,0.267
27,161,719,599,101,185,40,29,103,129,110,0.309
30,150,675,610,94,183,38,18,82,85,44,0.3
28,114,366,336,27,72,14,0,23,46,18,0.214
36,65,269,252,31,61,20,5,36,36,10,0.242
30,77,265,218,30,46,8,11,31,74,38,0.211
26,158,681,604,92,147,22,15,44,205,63,0.243
24,157,664,585,84,150,27,32,97,158,71,0.256
34,96,333,299,34,75,14,5,36,65,24,0.251
35,91,328,298,28,84,13,12,36,41,23,0.282
26,120,308,279,44,71,9,18,50,78,19,0.254
37,102,276,245,33,65,8,8,33,36,18,0.265
30,81,210,183,20,42,7,3,19,38,22,0.23
28,125,474,421,46,96,26,17,54,124,45,0.228
33,153,606,493,72,111,27,28,80,161,101,0.225
25,143,571,529,66,146,23,2,43,67,22,0.276
21,158,715,674,91,207,36,10,66,96,35,0.307
33,149,626,565,80,173,35,26,93,69,43,0.306
35,137,508,475,50,116,27,26,88,113,27,0.244
33,119,482,446,51,123,22,9,35,78,25,0.276
34,87,345,293,33,80,15,3,13,57,46,0.273
34,111,266,246,33,76,22,5,28,63,5,0.309
25,121,243,230,21,61,11,5,26,31,12,0.265
25,80,222,206,17,31,8,6,20,58,14,0.15
30,81,212,201,20,54,12,3,23,46,10,0.269
26,58,201,180,17,40,12,2,11,49,14,0.222
34,103,391,352,40,80,17,8,37,77,36,0.227
25,159,662,596,76,163,36,12,83,112,54,0.273
28,128,454,413,43,103,25,2,32,93,30,0.249
24,74,262,235,18,45,9,4,19,80,24,0.191
22,91,382,334,53,89,18,4,21,61,40,0.266
24,158,678,572,87,148,34,23,89,126,89,0.259
30,148,478,423,51,103,30,16,58,104,48,0.243
26,99,257,236,25,52,9,7,31,65,19,0.22
26,121,251,232,30,59,6,2,20,57,13,0.254
30,77,236,218,17,66,12,8,30,35,16,0.303
33,100,231,216,14,56,12,0,19,44,11,0.259
25,52,231,215,27,64,12,4,20,40,13,0.298
23,65,204,195,21,53,13,1,16,24,3,0.272
31,82,236,213,14,42,8,4,17,59,18,0.197
34,150,579,521,45,128,27,12,59,90,47,0.246
33,60,261,239,21,69,15,3,24,35,13,0.289
24,66,220,196,22,40,5,3,21,31,23,0.204
24,117,466,426,55,134,26,23,70,63,32,0.315
30,121,461,405,54,97,25,14,52,96,49,0.24
33,112,398,348,50,77,24,4,19,95,42,0.221
27,115,362,335,42,93,22,9,41,61,21,0.278
33,108,351,331,34,77,22,4,21,84,10,0.233
37,91,343,322,28,77,16,4,26,35,12,0.239
31,85,252,220,22,50,15,4,21,48,25,0.227
31,56,230,216,17,55,11,2,15,17,8,0.255
34,92,219,183,17,42,9,7,21,67,33,0.23
23,63,209,187,21,42,6,9,18,57,20,0.225
24,45,185,162,17,46,5,4,21,30,18,0.284
29,67,183,162,20,33,8,3,10,18,16,0.204
34,44,179,167,17,54,9,7,18,27,11,0.323
35,98,337,305,29,70,13,16,47,71,22,0.23
27,158,582,531,56,153,30,12,65,67,42,0.288
37,146,510,452,52,131,14,0,17,58,47,0.29
23,56,233,224,34,68,9,0,11,27,7,0.304
32,77,295,270,21,55,12,4,28,60,17,0.204
28,136,340,312,37,80,12,2,22,61,23,0.256
26,161,689,602,115,195,33,39,126,159,74,0.324
29,135,551,487,67,142,30,11,62,103,58,0.292
34,136,490,454,49,125,17,3,45,49,25,0.275
32,62,246,219,24,60,12,5,46,35,21,0.274
37,63,239,202,32,51,10,4,26,50,26,0.252
23,61,227,198,20,50,15,4,26,51,25,0.253
27,64,202,176,13,34,6,5,17,35,20,0.193
27,82,308,281,34,81,16,9,29,74,22,0.288
27,76,271,247,33,77,22,5,44,43,22,0.312
33,119,454,398,54,98,15,7,43,84,49,0.246
31,139,618,554,61,136,22,2,40,98,48,0.245
27,113,439,381,43,110,28,4,44,92,52,0.289
32,101,425,378,42,90,18,11,64,87,32,0.238
24,137,568,516,82,136,24,9,40,125,44,0.264
28,121,411,370,49,91,14,9,44,92,31,0.246
30,111,340,307,38,85,13,5,19,49,28,0.277
28,102,267,247,18,53,10,1,32,37,13,0.215
32,62,216,195,19,45,10,4,19,68,19,0.231
28,67,199,179,9,34,6,3,16,58,14,0.19
24,55,190,170,21,39,7,7,26,51,16,0.229
28,112,426,345,51,82,17,14,55,89,70,0.238
37,124,491,421,59,127,27,14,69,71,59,0.302
34,70,286,263,34,72,13,6,25,43,14,0.274
26,143,606,537,81,162,36,30,105,79,59,0.302
33,130,446,401,52,97,21,15,47,84,38,0.242
25,127,542,481,92,142,27,26,92,105,48,0.295
25,125,563,481,84,128,35,5,45,130,68,0.266
28,147,533,476,67,135,32,15,59,93,46,0.284
26,104,320,281,28,68,5,3,14,40,28,0.242
26,77,229,198,34,49,4,0,10,38,26,0.247
31,98,223,200,22,42,8,3,22,49,19,0.21
25,63,189,180,20,45,10,4,16,35,7,0.25
27,140,553,493,65,139,36,18,86,97,47,0.282
28,65,202,174,18,37,8,7,23,48,23,0.213
29,114,481,430,59,90,23,18,49,132,44,0.209
28,86,354,321,44,81,21,5,45,74,30,0.252
30,143,555,482,86,120,25,19,65,98,66,0.249
24,141,493,445,55,130,20,8,46,82,43,0.292
27,156,659,567,89,134,38,20,71,139,80,0.236
23,159,674,592,105,171,39,31,88,126,59,0.289
33,97,381,350,44,93,10,4,26,51,23,0.266
32,82,223,206,26,51,11,4,35,46,10,0.248
31,87,253,221,23,39,3,11,22,79,19,0.176
28,146,563,500,44,153,24,10,48,66,48,0.306
30,156,674,588,99,158,46,20,91,128,77,0.269
25,92,264,249,18,48,4,1,15,63,10,0.193
25,133,574,483,78,118,26,31,99,93,80,0.244
